startup_name,sector,city,amount_usd,investment_type,investors,date
Venturesity,Online Job skills Showcase,Bangalore,270000.0,Seed Funding,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",15/05/2015
TheBetterIndia.com,Online News Media,Bangalore,,Seed Funding,Mohandas Pai,18/05/2015
Chaayos,Offline Tea Chain,Delhi,1000000.0,Private Equity,Tiger Global Management,19/05/2015
Akosha,Business Messaging App,Delhi,16000000.0,Private Equity,Sequoia Capital,19/05/2015
Cooey,Health Mobile App,Bangalore,470000.0,Seed Funding,Subhash Goyal,19/05/2015
MeetUniv,Online Ed-Tech Platform,Noida,1000000.0,Seed Funding,Peesh Venture Capital,19/05/2015
Inspirock,Online Travel Planning,,,Private Equity,MakeMyTrip Innovation Fund,19/05/2015
Crown-it,Hyperlocal Mobile Marketplace,Gurgaon,5500000.0,Private Equity,"Accel Partners, Helion Venture Partners",19/05/2015
Trucksfirst,Trucking Logistic Operations,Gurgaon,10000000.0,Private Equity,SAIF partners,19/05/2015
Lookup,B2C Messaging App,Bangalore,3000000.0,Private Equity,Biz Stone,20/05/2015
SunTerrace,Rooftop Solar Plants,Delhi,,Private Equity,Sunergy Investors,21/05/2015
\\xc2\\xa0Nudgespot,Customer Engagement Platform,Bangalore,625000.0,Seed Funding,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",22/05/2015
CarDekho,Online Car Portal,Jaipur,,Private Equity,HDFC Bank,22/05/2015
EveningFlavors,Online Table Reservation,Bangalore,500000.0,Seed Funding,Sandiep Shrivatsava,22/05/2015
Razorpay,Online Payment Gateway,Bangalore,,Seed Funding,Punit Soni,25/05/2015
ZenParent,Parents focused Web Content,Bangalore,500000.0,Seed Funding,i2india Ventures,25/05/2015
Newgen Payments,Payments Solution Provider,Delhi,,Seed Funding,Jan Manten,25/05/2015
UrbanPro,On-demand Service marketplace,Bangalore,2000000.0,Private Equity,Nirvana Venture Advisors,26/05/2015
Goodbox,On-Demand Business messaging,Bangalore,200000.0,Seed Funding,Manipal Group,26/05/2015
Renderlogy,Online Home D\\xc3\\xa9cor,Hyderabad,1000000.0,Private Equity,Astarc Ventures,26/05/2015
Postman,API Workflow platform,Bangalore,1000000.0,Seed Funding,Nexus Venture Partners,27/05/2015
Casa2inns,Affordable Hotel Booking Online,Delhi,5000000.0,Private Equity,"Accel Partners, Kalaari Capital",27/05/2015
FleetRover,Logistics Intelligence,Goa,180000.0,Seed Funding,"Tim Chen, Sanjay Venkat",27/05/2015
TheKarrier,Last Mile Logistics,Bangalore,240000.0,Seed Funding,"Sol Primero, Outbox Ventures, Nikunj Jain",28/05/2015
Zoomcar,Self-driven Car rental,Bangalore,5000000.0,Private Equity,Sequoia Capital,28/05/2015
Truweight,Weight Management Service,Hyderabad,,Private Equity,Kalaari Capital,28/05/2015
Ather Energy,Electric Scooter Manufacturer,Bangalore,12000000.0,Private Equity,Tiger Global,30/05/2015
Swiggy,Online Food Delivery,Bangalore,2000000.0,Private Equity,"Accel Partners, SAIF Partners",03/04/2015
Bluegape,Web Content Publishing,Gurgaon,200000.0,Seed Funding,"Rudy Gopalakrishnan, ah! Ventures",04/04/2015
KeepTrax,Location Based App,Dallas / Hyderabad,1000000.0,Seed Funding,,04/04/2015
InstaLively,Video Streaming,Delhi,120000.0,Seed Funding,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",06/04/2015
Pricejugaad,Price Comparison,Hyderabad,165000.0,Seed Funding,"Amit Tyagi, Sandeep Acharya & others",07/04/2015
Quikr,Online Classifieds,Mumbai,150000000.0,Private Equity,"Tiger Global, Investment AB Kinnevik, Steadview Capital",07/04/2015
PressPlay,Travel Entertainment,Delhi,2200000.0,Seed Funding,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",07/04/2015
LogiNext,Logistics Tech,Mumbai,,Seed Funding,"Ajit Surana, Sanjay Mehta",07/04/2015
FirstCry.com,eCommerce,Pune,10000000.0,Private Equity,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",08/04/2015
MobiKwik,Digital / Mobile Wallet,Gurgaon,25000000.0,Private Equity,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",08/04/2015
Olacabs,Cab Aggregator,Bangalore,400000000.0,Private Equity,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",08/04/2015
Gadgetwood,Device Repair Svcs,Delhi,200000.0,Seed Funding,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",09/04/2015
Bonhomia,Premium Beverages,Delhi,2000000.0,Seed Funding,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",09/04/2015
Changer Mints,Digital / Mobile Wallet,Kolkata,165000.0,Seed Funding,Hyderabad based investor,09/04/2015
Urban Ladder,Online Furnishing\\neCommerce,Bangalore,50000000.0,Private Equity,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",09/04/2015
Purple Squirrel,Ed-Tech,Mumbai,,Private Equity,"Matrix Partners India, India Quotient",09/04/2015
Whatfix,Interactive\\xc2\\xa0 How-To Guides,Bangalore,900000.0,Seed Funding,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",10/04/2015
iMMi Life,Mobile Health Tech,Chennai,,Seed Funding,Unitus Seed Fund,10/04/2015
Zomato,Restaurant Reviews,Gurgaon,25000000.0,Private Equity,Info Edge (India),11/04/2015
ZopNow,Online Grocer,Bangalore,10000000.0,Private Equity,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",13/04/2015
Nayi Disha,Ed-Tech,Delhi,300000.0,Seed Funding,"Ajay Relan,",13/04/2015
The Porter,Logistics Tech,Mumbai,500000.0,Seed Funding,Kae Capital,13/04.2015
Commeasure,Online Hotel Booking,Noida,1000000.0,Seed Funding,Jungle Ventures,13/04/2015
Capricoast,Online Kitchen Furniture,Bangalore,1250000.0,Seed Funding,Accel Partners India,13/04/2015
LocalOye,Hyper-local Online Services,Mumbai,5000000.0,Private Equity,"Tiger Global Management, Lightspeed Venture Partners",14/04/2015
Grofers,Hyper-Local Online/Mobile Grocery,Gurgaon,35000000.0,Private Equity,"Tiger Global, Sequoia Capital",15/04/2015
PepperTap,Hyper-Local Online/Mobile Grocery,Gurgaon,10000000.0,Private Equity,"SAIF Partners, Sequoia Capital",15/04/2015
PolicyBazaar,Online Policy Aggregator,Gurgaon,40000000.0,Private Equity,"PremjiInvest, Tiger Global, Ribbit Capital",15/04/2015
UrbanClap,Hyperlocal Mobile Services Marketplace,Delhi,1600000.0,Seed Funding,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",16/04/2015
Taskbob,OnDemand\\nMobile Handyman Services,Mumbai,1200000.0,Seed Funding,"Orios Venture Partners, Mayfield India",16/04/2015
Robosoft,Mobile App Development,Udupi,12000000.0,Private Equity,"Ascent Capital, Kalaari Capital",17/04/2015
Doormint,On-Demand Handyman Services,Mumbai,,Seed Funding,Powai Lake Ventures,18/04/2015
Pastiwala,Material Collection & Recycling,Vadodara,4000000.0,Private Equity,Agnus Capital,20/04/2015
1mg (Healthkartplus),Online Pharmacy & Drug DB,Gurgaon,6000000.0,Private Equity,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",20/04/2015
Freshdesk,Online / Mobile Customer Support,Chennai,50000000.0,Private Equity,"Tiger Global, Google Capital & Accel Partners",20/04/2015
Sulekha.com,Online Classifieds & Listings,Chennai,28000000.0,Private Equity,GIC ventures,20/04/2015
FindYahan,Hyperlocal services marketplace,Delhi,,Private Equity,The Phoenix Fund,22/04/2015
Eat.Shop.Love,Fashion ECommerce,Bangalore,3500000.0,Private Equity,Undisclosed Investor,22/04/2015
Avanti Learning,Private Coaching Centers,Delhi,1500000.0,Private Equity,"Michael & Susan Dell Foundation, Pearson Learning Fund",22/04/2015
Simplilearn,Online Certification Courses,Bangalore,15000000.0,Private Equity,"Mayfield Ventures, Kalaari Capital, Helion Ventures",23/04/2015
Craftstvilla,Ethnic Product eCommerce,Mumbai,18000000.0,Private Equity,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",23/04/2015
HeadOut,Last Minute Travel Deals mobile marketplace,Bangalore / SFO,1800000.0,Seed Funding,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",23/04/2015
happay,usiness expense management,Bangalore,500000.0,Seed Funding,AngelPrime,23/04/2015
Jugnoo,Auto Rickshaw based Logistics,Chandigarh,1000000.0,Seed Funding,"Rakesh Mathur, Vikas Taneja & others",23/04/2015
Phone Warrior,Spam Call block App,Delhi,,Seed Funding,Lightspeed Ventures,23/04/2015
Coverfox,Online Insurance Aggregator,Mumbai,12000000.0,Private Equity,"Accel US, Accel India, SAIF Partners.",24/04/2015
Torqus,Restaurant Management Platform,Pune,350000.0,Seed Funding,S S Mukherji & Others,27/04/2015
Grab,Food Logistics & Delivery,Mumbai,1000000.0,Seed Funding,"Oliphans Capital, Haresh Chawla",27/04/2015
LogicRoots,Interactive Educational Games,Jaipur,400000.0,Seed Funding,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",27/04/2015
GIBBS,Clean Tech,Delhi,,Private Equity,Infuse Ventures fund,27/04/2015
Babajobs,Grey collar Job Board,Bangalore,10000000.0,Private Equity,SEEK Ltd & affiliates,28/04/2015
Urban Ladder,Online Furniture ecommerce,Bangalore,,Private Equity,"Anand Rajaraman, Venky Harinarayan",28/04/2015
Jay Robotix,Robotic Program learning,Hyderabad,250000.0,Seed Funding,Cross Border Angels & others,28/04/2015
Naaptol.com,Tele-Shopping / eCommerce,Mumbai,21500000.0,Private Equity,Mitsui & Co & existing investors,28/04/2015
ReGlobe,Used Gadgets Buy / Refurbishing,Gurgaon,1000000.0,Seed Funding,"Bessemer Ventures, Blume Ventures",29/04/2015
Icertis,Cloud Enterprise Software,Pune / US,6000000.0,Private Equity,"Greycroft Partners, Fidelity Growth Partners",29/04/2015
Tracxn,Startup Analytics platform,Bangalore,3500000.0,Private Equity,SAIF Partners,29/04/2015
Dazo,Mobile Food Ordering app,Bangalore,,Seed Funding,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",29/04/2015
Tradelab,Financial Markets Software,Bangalore,400000.0,Seed Funding,Rainmatter,29/04/2015
PiQube,Hiring Analytics platform,Chennai,500000.0,Seed Funding,The HR Fund,29/04/2015
Travel Triangle,Online Travel Marketplace,Noida,8000000.0,Private Equity,"Bessemer Venture Partners, SAIF Partners",29/04/2015
BYJU’S,E-Tech,Bangalore,400000000.0,Private Equity Round,"General Atlantic, Prosus, Peak XV, Sofina, Chan Zuckerberg Initiative, and Verlinvest",09/01/2020
Shuttl,Transportation,Gurgaon,10048394.0,Series C,Susquehanna Growth Equity,13/01/2020
Mamaearth,E-commerce,Bangalore,38358860.0,Series B,Sequoia Capital India,09/01/2020
wealthbucket,FinTech,Delhi,3000000.0,Pre-series A,Vinod Khatumal,02/01/2020
Zaggle Prepaid Ocean Services,Enterprise Fintech,Hyderabad,,Funding Round,Qualified Institutional Placement (Bank of India - largest buyer),2024
EPACK Prefab,Pre-engineered Buildings,Greater Noida,,First Funding Round,GEF Capital Partners,2024
Captain Fresh,Seafood B2B,Bangalore,,Funding Round,Motilal Oswal Wealth Limited,2024
Univest,Retail Advisory Platform,Gurugram,,Series A,Bertelsmann India Investments (BII),2024
Mindgrove Technologies,Semiconductor Design,Chennai,,Series A,"Rocketship.vc, Speciale Invest, Mela Ventures, Peak XV Partners, Nishchay Goel, Whiteboard Capital, Anshul Goel",2024
HostBooks,Enterprise SaaS Fintech,Gurugram,,Funding Round,Orange Orbit (as part of a $15M Series B funding round),2024
Sparkl Edventure,Edtech,Delhi,,Seed Round,"Rainmatter Foundation (Nithin Kamath), Zomato’s Deepinder Goyal",2024
Arata,D2C Haircare,Delhi,,Series A,"Unilever Ventures, L’Oréal’s BOLD Ventures, Skywalker Family Office",2024
Confido Health,AI-focused Healthtech,"New Jersey, US",,Seed Round,"Together Fund, MedMountain Ventures, Rebellion VC, DeVC, Operators Studio, strategic healthcare operators",2024
SustVest,Sustainable Investment Platform,Gurugram,,Pre-Series A (Equity & Debt),"Inflection Point Ventures, Antler, WEH Ventures, Venture Catalysts, Soonicorn Ventures, FAAD Network",2024
Leanworx,Manufacturing Data Solutions,Bangalore,,Seed Round,"YourNest Venture Capital, angel investment group",2024
Proxgy,IoT Solutions,Gurugram,,Series A,"Ajinkya Rahane, Nikhil Kamath, Suniel Shetty, Vinod Duggar, Manish Patel",2024
KiranaPro,Quick Commerce,Bangalore,,Seed Funding,"Turbostart, Unpopular Ventures, Blume Founders Fund, Snow Leopard Ventures",2024
Naxatra Labs,Tech Solutions,Ahmedabad,,Seed Funding,"GVFL, Mohit Tandon (Delhivery), Himanshu Aggarwal (Aspiring Minds), Rainmatter Foundation (Nithin Kamath), Vijay Shekhar Sharma, Aloke Bajpai, Rajnish Kumar, Narayan (Ather Energy)",2024
Bureau,Risk Intelligence,India,,Series B,"Sorenson Capital, PayPal Ventures, Commerce Ventures, GMO Venture Partners, Village Global, Quona Capital, XYZ Ventures",2024
Bizom,Retail Intelligence,Bangalore,,Series B,"Pavestone ($7.5M), IndiaMART, and family offices",2024
Seekho,Learning-focused OTT Platform,Bangalore,,Series A,Lightspeed,2024
ZingBus,Intercity Mobility,Gurugram,,Funding Round,BP Technology Ventures,2024
QuiD Cash,Supply Chain Fintech,Bangalore,,Pre-Series A,"Angel investors, including Piyush Jain, and MINTCAP",2024
Inkers Technology,Prop-tech,Bangalore,,Series A,Ashish Kasholia (Lucky Investments),2024
Zunroof,Rooftop Solar,Gurugram,,Funding Round,"ANBG Enterprise LLP (Godrej Family Office), Ravindernath Chadha",2024
Quanfluence,Photonic Quantum Technology,Bangalore,,Seed Round,"pi Ventures, Golden Sparrow, Reena Dayal",2024
Mili,AI Wealth Management Assistant,Mumbai,,Seed Round,"Chiratae, BoldCap, Sparrow Capital, SFMG Wealth Advisors, Gregg Fisher (Quent Capital), Better Capital",2024
Curie Money,Fintech Platform,Bangalore,,Seed Round,"India Quotient, institutional and angel investors",2024
Resilience AI,Climate Technology,Gurugram,,Seed Round,Kalaari Capital (CXXO Initiative),2024
Fitsol,Decarbonization for Manufacturing,Delhi,,Seed Round,Transition VC,2024
Fibroheal Woundcare,Medical Devices,Bangalore,,Pre-Series A,"Existing promoters, surgeons, medical professionals, and bankers",2024
VOICE,Electric Vehicles,Delhi,,Seed Round,BizDateUp,2024
MBG Card,SaaS,Jabalpur,,Funding Round,"Inflection Point Ventures, Velocity, Klub",2024
Rebel Foods,Foodtech,Mumbai,,Series G,"Temasek, Evolvence",2024
Mintifi,Supply-Chain Financing,Mumbai,,Series E,"Teachers’ Venture Growth (TVG), Prosus, Premji Invest",2024
Zetwerk,Contract Manufacturing,Bangalore,,Fresh Funding,"Khosla Ventures, Baillie Gifford, Rakesh Gangwal",2024
CarDekho SEA,Digital Automotive Solutions,Singapore,,External Funding Round,"Navis Capital Partners, Dragon Fund",2024
Haber,Industrial Robotics,Pune,,Series C,"Creaegis, BEENEXT, Accel",2024
Wooden Street,Furniture & Home Decor,Jaipur,,Series C,Premji Invest,2024
SolarSquare,Solar Startup,Mumbai,,Series B,"Lightspeed, Lightrock, Elevation Capital, Chris Sacca’s Lowercarbon, Nithin Kamath’s Rainmatter, Gruhas Proptech",2024
K12 Techno Services,Edtech - Schools,Bangalore,,Investment,Kenro Capital,2024
LambdaTest,Cloud-Based Testing Platform,San Francisco,,Funding Round,"Avataar Ventures, Qualcomm Ventures",2024
OneCard,Credit Card Issuance,Pune,,Fresh Funding,"QED Investors, Peak XV Partners, Z47, Better Tomorrow Ventures",2024
Pixxel,Spacetech,Bangalore,,Series B (Additional Funding),"M&G Catalyst, Glade Brook Capital Partners, Google, Radical Ventures, Lightspeed",2024
Snapmint,Fintech,Mumbai,,Debt and Equity Round,"Prashasta Seth (Prudent Investment Manager), Perpetuity Ventures, Pegasus Fininvest",2024
RapidCanvas,AI Business Transformation,Austin,,Series A,"Peak XV Partners, Titanium Ventures, Accel, Valley Capital Partners",2024
Varthana,NBFC - Education Loans,Bangalore,,Funding Round,BlueOrchard Microfinance Fund,2024
Avanti Finance,NBFC,Auckland,,Series B,"Dia Vikas Capital, IDH Farmfit Fund, NRJN Family Trust, Rabo Partnerships",2024
Orange Health Labs,Diagnostics & Healthcare,Bangalore,,Funding Round,"Amazon Smbhav Venture Fund, Accel, General Catalyst, Bertelsmann India Investments, Y Combinator",2024
Stage,Regional OTT Platform,Indore,,Series B,"Goodwater Capital, Blume Ventures",2024
DCDC Kidney Care,Healthcare,Delhi,,Strategic Investment,British International Investment (BII),2024
FirstClub,Quick Commerce,Bangalore,,Funding Round,"Accel, RTP Global, Blume Founders Fund, Quiet Capital, 2am VC, angel investors",2024
FinX,Skilling Platform,Mumbai,,Funding Round,Elevar Equity,2024
Culture Circle,Sneakers & Streetwear,Gurugram,,Seed Round,"Info Edge Ventures, angel investors",2024
Superfone,SMB CRM App,Bangalore,,Pre-Series A,"YourNest Venture Capital, Ankur Capital, Finsight Seed Fund, angel investors",2024
Infinity,Business Banking,Bangalore,,Equity Funding,"Y Combinator, Liquid 2 Ventures, Script Capital, angel investors",2024
Sustainiam,Climate Tech,Bangalore,,Maiden Funding Round,"Orios Venture Partners, Shilpa Shetty Kundra, Rajesh Sawhney, Harsh Vardhan Bhagchandka, Vinit Bhansali",2024
Navanc,Fintech,Bangalore,,Seed Round,"Prarambh Ventures, Inflection Point Ventures (IPV), Brigade REAP, angel investors",2024
Kreedo Early Childhood Solutions,Edtech,Bangalore,,Debt Funding,Recur Club,2024
Power Gummies,D2C Gummies,Delhi,,Bridge Round,"Jaipuria Family Office, Quadrant, 100unicorn, DSGCP, Wipro Consumer, Venture Catalysts, others",2024
SaveSage Club,Credit Card Management,Gurugram,,Angel Funding,"iSEED, Alluvium Fund, LetsVenture Fund, angel investors",2024
Nodwin Gaming,Gaming and Entertainment,Gurugram,,Convertible Preferred Stock,Nazara Technologies,2024
Atmosphere The Store Makers,Retail,Mumbai,,Seed,Artha Venture Fund and PIL Italica Lifestyle Limited,2024
Neuranics,HealthTech,Delhi,,Seed,Inflection Point Ventures (IPV),2024
Annapurna Finance,Financial Services,Bhubaneswar,,Multilateral ECB Transaction,-,2024
The Money Club,FinTech,Noida,,Series A,Prudent Investment Managers,2024
Terractive,AgriTech,Mumbai,,Pre-Series A,Fireside Ventures and DeVC (anchored by Z47),2024
Medial,Media and Entertainment,Bangalore,,Pre-Series A,Ortella Global Capital (OG Capital),2024
Ultraviolette,EV Manufacturing,Bangalore,,-,"Zoho Corporation, Lingotto Co-Invest Fund I, Mudhal Partners, others",2024
The Indus Valley,D2C Kitchenware,Chennai,,Pre-Series A,DSG Consumer Partners,2024
Enterpret,SaaS,India,,Series A,"Kleiner Perkins, Peak XV Partners, Wing Ventures, Recall Capital",2024
ZFunds,FinTech,Gurugram,,Seed,Elevation Capital,2024
WickedGud,D2C Food Products,Mumbai,,Seed,Orios Venture Partners,2024
Dentalkart,Dental Supplies Marketplace,Delhi,,-,"Malabar Investment, Whiteoak",2024
Godrej Properties,Real Estate,Mumbai,,QIP,"Singapore sovereign wealth firm GIC, SBI Pension",2024
Agrileaf,Cleantech,"Belthangady Taluk, Daskshina Kannada District",,Growth,Capital-A and Samarsh Capital,2024
GoodLives,HealthTech,Gurugram,,Pre-Seed,"IIM Lucknow, Rabindranath Tagore University (RNTU), Build3",2024
Bumboo,Eco-friendly Products,Delhi,,Angel,"Rohan Bhargava, co-founder at CashKaro, UrbanPiper CEO Saurabh Gupta, SpotDraft Founder Shashank Bijapur, and NC Media founder Rajneil Kamath",2024
AdvantageClub.ai,HRTech,Gurugram,,-,Axilor Ventures,2024
RaptorX,FinTech,India,,Pre-Seed,"PeakXV Spark, EagleWings Ventures, Point One Capital",2024
MasterChow,D2C Food Products,Delhi,,Series A,Tanglin Venture Partners,2024
Vastu Housing,Housing Finance,Mumbai,,-,Prosus,2024
Mintifi,Supply Chain Financing,Mumbai,,-,Prosus,2024
Orange Health,Diagnostics and Healthcare,Bangalore,,-,Amazon Smbhav Venture Fund,2024
Sportskeeda,Gaming and Media,Bangalore,,-,-,2024
Hygenco,Cleantech,Gurugram,,Debt,Trifecta,2024
SuperYou,FinTech,Mumbai,,Series A,"Nithin and Nikhil Kamath, co-founders of Zerodha-backed venture firm Rainmatter",2024
Laurus Bio,Biotechnology,Bangalore,,Equity Investment,Eight Roads Ventures and F-Prime Capital,2024
OneCard,FinTech,Pune,,Series D,"Better Tomorrow Ventures, Peak XV, Z47",2024
Candytoy Corporate,Corporate Services,Bangalore,,Series A,"Domestic investors, HNIs, angel investors, institutional investors",2024
ALT Mobility,EV Leasing & Management,Delhi,,Series A,"Eurazeo, Shell Ventures, Twynam Earth Fund, EV2 Ventures",2024
ShopDeck,D2C Tech,Bangalore,,Series B,"Bessemer Venture Partners, Elevation Capital, Venture Highway, and Chiratae Ventures",2024
Elchemy,Specialty Chemicals,Ahmedabad,,Series A,"Prime Venture Partners, InfoEdge Ventures",2024
All Things Baby,Baby & Mothercare,Mumbai,,Series A,"Manish Choksi Family Office, Richa Choksi",2024
Beyond Appliances,Smart Kitchen Appliances,Bangalore,,Seed,"Fireside Venture Investment Fund III, Dharana Capital, Shezan Bhojani, Saurabh Jain, Ramakant Sharma, Chandru Kalro",2024
Zomato,Food Delivery Platform,Gurugram,,Qualified Institutions Placement (QIP),-,2024
Nazara Technologies,Gaming,Mumbai,,Preferential Issue,"SBI Mutual Fund, Caratlane founder Mithun Sacheti, Aamara Capital, Think Investments  among others",2024
WadzPay,Blockchain FinTech,Singapore,,Share Subscription Facility,GEM Global Yield LLC SCS,2024
ParkMate,Road Transport Tech,Uttar Pradesh,,Pre-Series A,Cactus Partners (CPL),2024
Ukhi,Biomaterials,Delhi,,Pre-Seed,"100Unicorns, Venture Catalysts, Avtar Monga",2024
True Diamond,Retail Luxury Goods and Jewellery,Mumbai,,Seed,"Titan Capital, Huddle Ventures, Zeropearl Ventures, Ashutosh Valani, Priyank Shah, Aashka Goradia Goble, Ghazal Alagh, Abhishek Goyal, Anmol Jain",2024
NeoGrowth,Financial Services,Mumbai,,Conventional Debt,Symbiotics Group,2024
Zepto,Quick Commerce,Mumbai,,Funding Round,"Motilal Oswal Private Wealth, Raamdeo Agarwal, Taparia Family Office, Mankind Pharma Family Office, Celebrity Investors, others",2024
Healthkart,Health Supplements,Gurugram,,Funding Round,"ChrysCapital, Motilal Oswal Alternates",2024
Zopper,Insurance Infrastructure API,Noida,,Series D,"Elevation Capital, Dharana Capital, Blume Ventures",2024
OneCell Diagnostics,Cancer Diagnostics,Pune,,Series A,"Celesta Capital, Tenacity Ventures, Cedars Sinai, Eragon, Singularity Ventures",2024
Vecmocon,EV Components,Delhi,,Funding Round,"Ecosystem Integrity Fund (EIF), Blume Ventures, British International Investment (BII)",2024
Kratos Gamer Network,Web3 Gaming,Tortola,,Funding Round,"Aptos Labs, Polygon, Game7",2024
Blitz,Omnichannel Delivery Platform,Bangalore,,Series A,IvyCap Ventures,2024
Billion Hearts,Consumer Tech,Delhi,,Funding Round,Blume Ventures,2024
CredFlow,Fintech,Delhi,,Pre-Series B,"Inflexor Ventures, Singapore-based family office",2024
Doodhvale Farms,Dairy,Sonepat,,Series A,"Atomic Capital, Singularity Early Opportunities Fund, Bharat Founders Fund, others",2024
Proost,Beer Startup,Delhi,,Series A,"Chimes Group, Srinivasan Namala, Hyderabad Angels, The Chennai Angels, others",2024
Swish,10-minute Food Delivery,Bangalore,,Maiden Funding Round,Accel,2024
Indic Wisdom,Wood-Pressed Oils,Mumbai,,Pre-Series A,"Rockstud Capital, others",2024
PeLocal,Fintech,Chennai,,Seed Funding,Unicorn India Ventures,2024
Theranautilus,Nanorobotics for Healthcare,Bangalore,,Seed Funding,Pi Ventures,2024
Taqtics,SaaS Platform,Bangalore,,Seed Round,"Sprout Venture Partners, Capital-A, Java Capital",2024
Matrix Geo Solutions,Drone & Space Tech,Delhi,,Pre-IPO Round,"Chittorgarh Infotech Limited, Viney Equity Markets LLP, Tryrock Capital Trust AIF",2024
Startup Thamizha,Media,Chennai,,Funding Round,Mudhal Partners,2024
CADRE ODR,Online Dispute Resolution,Bangalore,200000.0,Pre-Series A,"Aprameya Radhakrishna, Murali Subramanian, Ram Bhamidi, Aneesh Garg, Rahul Guptan",2024
UnifyApps,Enterprise AI Platform,Gurugram,,Series A,"ICONIQ Growth, Elevation Capital",2024
Bhanzu,Edtech,Hyderabad,,Funding Round,Epiq Capital,2024
Wheelocity,Semi-urban Commerce,Chennai,,Extended Series A,"Lightspeed, Alteria Capital, Anicut Capital, Company’s Founder",2024
The ePlane Company,Electric Aircraft,Chennai,,Series B,"Speciale Invest, Antares Ventures, Micelio Mobility, Naval Ravikant, Java Capital, others",2024
Equal,Data-sharing & Identity Verification,Hyderabad,,Series A,"Prosus Ventures, Tomales Bay Capital, Keshav Reddy",2024
Ennoventure,Brand Protection & Authentication,Bangalore,,Series A,"Tanglin Venture Partners, Fenice Investment Group, SAFE Investors",2024
Ugaoo,Houseplants & Urban Gardening,Pune,,Series A,"V3 Ventures, DSG Consumer Partners, RPG Ventures",2024
Funstop Games,Casual Gaming,Delhi,,Series A,"360 ONE Asset, InfoEdge Ventures",2024
Thesys,AI Software,Chennai,,Seed Funding,"Together Fund, 8vc",2024
BiteSpeed,AI-powered Customer OS for E-commerce,Bangalore,,Pre-Series A,"Peak XV Surge, Whiteboard Capital, Gaurav Munjal, Aakash Anand, Dhruv Vohra, others",2024
Zeplyn,Wealth Management Software,New York (Mumbai),,Seed Funding,"Leo Capital, Converge, Angels and VC Funds",2024
Connecty AI,Enterprise AI Solutions,"San Francisco, United States",,Pre-seed Round,"Market One Capital, Notion Capital, Marcin Zukowski, Maciej Zawadzinski",2024
Airbound,Drone Technology,Mumbai,,Seed Round,"Lightspeed, gradCapital, Angel Investors",2024
India IVF,Tech-enabled Fertility Platform,Gurugram,,Pre-Series A,Tomorrow Capital,2024
DesignX,Shopfloor Hyper-automation,Noida,,Pre-Series A,Piper Serica Angel Fund,2024
Pikndel,Same-day Delivery Service,Delhi,,Seed Round,"VC Grid, D2C Insider Angels, Breathe Capital, Venture Catalysts, industry leaders, family offices",2024
StampMyVisa,B2B Visa Platform,Mumbai,,Pre-Series A,Unicorn India Ventures,2024
LegalKart,Legal Consultation,Gurugram,,Funding Round,"IIM Udaipur Incubation Centre, Aevitas Capital, Shift Alt Cap, others",2024
Creanovation Technologies Pvt. Ltd,Admissions as a Service,Gurugram,,Funding Round,Physis Capital,2024
Easy Home Finance,Home Financing,Mumbai,,Fresh Funding Round,"Ranjan Pai’s family office, Claypond Capital, Sumitomo Mitsui Banking Corporation’s Asia Rising Fund",2024
Haldiram Bhujiawala,Snacks,Kolkata,,Minority Stake,"Bharat Value Fund (BVF), managed by Pantomath Capital Management",2024
EvoluteIQ,Tech Solutions,Bengaluru (Regstd Indian Office),,Equity and Debt Funding Round,"Round2 Capital, Nordea Growth Fund, Dcap Select, PH Ventures",2024
MODIFI,B2B BNPL,Delhi,,New Funding Round,"SMBC Asia Rising Fund, Maersk, Intesa Sanpaolo, Heliad",2024
Boldfit,D2C Fitness & Supplements,Bangalore,,Fresh Funding Round,Bessemer Venture Partners,2024
CynLr,Deep-tech Robotics,Bangalore,,Series A,"Pavestone, Athera Venture Partners, Speciale Invest, Infoedge (Redstart), and other investors",2024
